scientificName;class;order;family;status;list
Hyla imitator;Amphibia;Anura;Hylidae;DD;MMA 2022
Itapotihyla langsdorffii;Amphibia;Anura;Hylidae;LC;MMA 2022
Lysapsus bolivianus;Amphibia;Anura;Hylidae;LC;MMA 2022
Lysapsus caraya;Amphibia;Anura;Hylidae;LC;MMA 2022
Lysapsus laevis;Amphibia;Anura;Hylidae;LC;MMA 2022
Lysapsus limellum;Amphibia;Anura;Hylidae;LC;MMA 2022
Nyctimantis arapapa;Amphibia;Anura;Hylidae;NT;MMA 2022
Nyctimantis bokermanni;Amphibia;Anura;Hylidae;LC;MMA 2022
Nyctimantis brunoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Nyctimantis galeata;Amphibia;Anura;Hylidae;DD;MMA 2022
Nyctimantis pomba;Amphibia;Anura;Hylidae;CR;MMA 2022
Osteocephalus cabrerai;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus camufatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus castaneicola;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus helenae;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus leprieurii;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus oophagus;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus subtilis;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus taurinus;Amphibia;Anura;Hylidae;LC;MMA 2022
Osteocephalus vilarsi;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes acuminatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes amadoi;Amphibia;Anura;Hylidae;DD;MMA 2022
Phyllodytes brevirostris;Amphibia;Anura;Hylidae;NT;MMA 2022
Phyllodytes edelmoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes gyrinaethes;Amphibia;Anura;Hylidae;NT;MMA 2022
Phyllodytes kautskyi;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes luteolus;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes maculosus;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes megatympanum;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes melanomystax;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes praeceptor;Amphibia;Anura;Hylidae;LC;MMA 2022
Phyllodytes punctatus;Amphibia;Anura;Hylidae;NT;MMA 2022
Phyllodytes tuberculosus;Amphibia;Anura;Hylidae;DD;MMA 2022
Phyllodytes wuchereri;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis bolbodactyla;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis cardosoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis fusca;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis minuta;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis paradoxa;Amphibia;Anura;Hylidae;LC;MMA 2022
Pseudis tocantins;Amphibia;Anura;Hylidae;LC;MMA 2022
Scarthyla goinorum;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax acuminatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax agilis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax albicans;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax alcatraz;Amphibia;Anura;Hylidae;VU;MMA 2022
Scinax alter;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax angrensis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax arduous;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax argyreornatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax ariadne;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax aromothyella;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax atratus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax auratus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax belloni;Amphibia;Anura;Hylidae;NT;MMA 2022
Scinax berthae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax boesemani;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax brieni;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cabralensis;Amphibia;Anura;Hylidae;NT;MMA 2022
Scinax caissara;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax caldarum;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax camposseabrai;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax canastrensis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cardosoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax carnevallii;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax catharinae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax centralis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax constrictus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cosenzai;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cretatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax crospedospilus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cruentomma;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax curicica;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax cuspidatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax dolloi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax duartei;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax eurydice;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax exiguus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax faivovichi;Amphibia;Anura;Hylidae;VU;MMA 2022
Scinax flavoguttatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax funereus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax fuscomarginatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax fuscovarius;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax garbei;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax goya;Amphibia;Anura;Hylidae;DD;MMA 2022
Scinax granulatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax haddadorum;Amphibia;Anura;Hylidae;DD;MMA 2022
Scinax hayii;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax heyeri;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax hiemalis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax humilis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax ictericus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax imbegue;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax insperatus;Amphibia;Anura;Hylidae;DD;MMA 2022
Scinax iquitorum;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax juncae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax jureia;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax kautskyi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax lindsayi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax littoralis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax littoreus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax longilineus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax luizotavioi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax machadoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax madeirae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax maracaya;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax melanodactylus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax melloi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax montivagus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax muriciensis;Amphibia;Anura;Hylidae;CR;MMA 2022
Scinax nasicus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax nebulosus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax obtriangulatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax onca;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax pachycrus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax pedromedinae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax peixotoi;Amphibia;Anura;Hylidae;CR;MMA 2022
Scinax perereca;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax perpusillus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax pinimus;Amphibia;Anura;Hylidae;VU;MMA 2022
Scinax pombali;Amphibia;Anura;Hylidae;DD;MMA 2022
Scinax proboscideus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax ranki;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax rizibilis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax rogerioi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax rossaferesae;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax rostratus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax ruber;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax ruberoculatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax rupestris;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax sateremawe;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax similis;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax skaios;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax skuki;Amphibia;Anura;Hylidae;DD;MMA 2022
Scinax squalirostris;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax strigilatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax tigrinus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax trapicheiroi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax tripui;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax tupinamba;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax tymbamirim;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax uruguayus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax villasboasi;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax v-signatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Scinax x-signatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus botocudo;Amphibia;Anura;Hylidae;DD;MMA 2022
Sphaenorhynchus bromelicola;Amphibia;Anura;Hylidae;EN;MMA 2022
Sphaenorhynchus cammaeus;Amphibia;Anura;Hylidae;CR;MMA 2022
Sphaenorhynchus canga;Amphibia;Anura;Hylidae;CR;MMA 2022
Sphaenorhynchus caramaschii;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus carneus;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus dorisae;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus lacteus;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus mirim;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus palustris;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus planicola;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus platycephalus;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus prasinus;Amphibia;Anura;Hylidae;LC;MMA 2022
Sphaenorhynchus surdus;Amphibia;Anura;Hylidae;LC;MMA 2022
Tepuihyla tuberculosa;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus atlas;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus coriaceus;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus cunauaru;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus dibernardoi;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus hadroceps;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus helioi;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus imitatrix;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus lepidus;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus mambaiensis;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus mesophaeus;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus nigromaculatus;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus resinifictrix;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus typhonius;Amphibia;Anura;Hylidae;LC;MMA 2022
Trachycephalus venezolanus;Amphibia;Anura;Hylidae;LC;MMA 2022
Xenohyla eugenioi;Amphibia;Anura;Hylidae;LC;MMA 2022
Xenohyla truncata;Amphibia;Anura;Hylidae;VU;MMA 2022
Crossodactylus aeneus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Crossodactylus bokermanni;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Crossodactylus caramaschii;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Crossodactylus cyclospinus;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Crossodactylus dantei;Amphibia;Anura;Hylodidae;EN;ICMBIO 2018
Crossodactylus dispar;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Crossodactylus gaudichaudii;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Crossodactylus grandis;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Crossodactylus lutzorum;Amphibia;Anura;Hylodidae;CR;ICMBIO 2018
Crossodactylus schmidti;Amphibia;Anura;Hylodidae;NT;ICMBIO 2018
Crossodactylus trachystomus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes amnicola;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes asper;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes babax;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes cardosoi;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes charadranaetes;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes dactylocinus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes fredi;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes glaber;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes heyeri;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes lateristrigatus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes magalhaesi;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes meridionalis;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes mertensi;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes nasus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes ornatus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes otavioi;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes perere;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes perplicatus;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes phyllodes;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes pipilans;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes regius;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Hylodes sazimai;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes uai;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Hylodes vanzolinii;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Megaelosia apuana;Amphibia;Anura;Hylodidae;NT;ICMBIO 2018
Megaelosia bocainensis;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Megaelosia boticariana;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Megaelosia goeldii;Amphibia;Anura;Hylodidae;LC;ICMBIO 2018
Megaelosia jordanensis;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Megaelosia lutzae;Amphibia;Anura;Hylodidae;DD;ICMBIO 2018
Megaelosia massarti;Amphibia;Anura;Hylodidae;NT;ICMBIO 2018
Crossodactylus boulengeri;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Crossodactylus caramaschii;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Crossodactylus cyclospinus;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Crossodactylus dantei;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Crossodactylus dispar;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Crossodactylus franciscanus;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Crossodactylus gaudichaudii;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Crossodactylus grandis;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Crossodactylus lutzorum;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Crossodactylus schmidti;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Crossodactylus timbuhy;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Crossodactylus trachystomus;Amphibia;Anura;Hylodidae;NT;IUCN 2024
Crossodactylus werneri;Amphibia;Anura;Hylodidae;VU;IUCN 2024
Hylodes amnicola;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes asper;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes babax;Amphibia;Anura;Hylodidae;NT;IUCN 2024
Hylodes caete;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes cardosoi;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes charadranaetes;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes dactylocinus;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Hylodes fredi;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes glaber;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Hylodes heyeri;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes japi;Amphibia;Anura;Hylodidae;NT;IUCN 2024
Hylodes lateristrigatus;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes magalhaesi;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Hylodes meridionalis;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes mertensi;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Hylodes nasus;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Hylodes ornatus;Amphibia;Anura;Hylodidae;VU;IUCN 2024
Hylodes otavioi;Amphibia;Anura;Hylodidae;VU;IUCN 2024
Hylodes perere;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Hylodes perplicatus;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes phyllodes;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes pipilans;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Hylodes regius;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Hylodes sazimai;Amphibia;Anura;Hylodidae;VU;IUCN 2024
Hylodes uai;Amphibia;Anura;Hylodidae;VU;IUCN 2024
Hylodes vanzolinii;Amphibia;Anura;Hylodidae;CR;IUCN 2024
Megaelosia goeldii;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Phantasmarana apuana;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Phantasmarana bocainensis;Amphibia;Anura;Hylodidae;DD;IUCN 2024
Phantasmarana boticariana;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Phantasmarana jordanensis;Amphibia;Anura;Hylodidae;DD;IUCN 2024
Phantasmarana lutzae;Amphibia;Anura;Hylodidae;LC;IUCN 2024
Phantasmarana massarti;Amphibia;Anura;Hylodidae;EN;IUCN 2024
Crossodactylus boulengeri;Amphibia;Anura;Hylodidae;CR;MMA 2022
Crossodactylus caramaschii;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus cyclospinus;Amphibia;Anura;Hylodidae;DD;MMA 2022
Crossodactylus dantei;Amphibia;Anura;Hylodidae;CR;MMA 2022
Crossodactylus dispar;Amphibia;Anura;Hylodidae;CR;MMA 2022
Crossodactylus franciscanus;Amphibia;Anura;Hylodidae;CR;MMA 2022
Crossodactylus gaudichaudii;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus grandis;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus lutzorum;Amphibia;Anura;Hylodidae;DD;MMA 2022
Crossodactylus schmidti;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus timbuhy;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus trachystomus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Crossodactylus werneri;Amphibia;Anura;Hylodidae;DD;MMA 2022
Hylodes amnicola;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes asper;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes babax;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes caete;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes cardosoi;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes charadranaetes;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes dactylocinus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes fredi;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes glaber;Amphibia;Anura;Hylodidae;CR;MMA 2022
Hylodes heyeri;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes japi;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes lateristrigatus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes magalhaesi;Amphibia;Anura;Hylodidae;VU;MMA 2022
Hylodes meridionalis;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes mertensi;Amphibia;Anura;Hylodidae;CR;MMA 2022
Hylodes nasus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes ornatus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes otavioi;Amphibia;Anura;Hylodidae;NT;MMA 2022
Hylodes perere;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes perplicatus;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes phyllodes;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes pipilans;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes regius;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes sazimai;Amphibia;Anura;Hylodidae;EN;MMA 2022
Hylodes uai;Amphibia;Anura;Hylodidae;LC;MMA 2022
Hylodes vanzolinii;Amphibia;Anura;Hylodidae;DD;MMA 2022
Megaelosia goeldii;Amphibia;Anura;Hylodidae;LC;MMA 2022
Phantasmarana apuana;Amphibia;Anura;Hylodidae;LC;MMA 2022
Phantasmarana bocainensis;Amphibia;Anura;Hylodidae;LC;MMA 2022
Phantasmarana boticariana;Amphibia;Anura;Hylodidae;LC;MMA 2022
Phantasmarana jordanensis;Amphibia;Anura;Hylodidae;DD;MMA 2022
Phantasmarana lutzae;Amphibia;Anura;Hylodidae;DD;MMA 2022
Phantasmarana massarti;Amphibia;Anura;Hylodidae;LC;MMA 2022
Adenomera ajurauna;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera andreae;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera araucaria;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera bokermanni;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera cotuba;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera diptyx;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera engelsi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera heyeri;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera hylaedactyla;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera juikitam;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera marmorata;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera martinezi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera nana;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera saci;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Adenomera thomei;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Crossodactylodes bokermanni;Amphibia;Anura;Leptodactylidae;NT;ICMBIO 2018
Crossodactylodes itambe;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Crossodactylodes izecksohni;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Crossodactylodes pintoi;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Crossodactylodes septentrionalis;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Edalorhina perezi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Engystomops petersi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Hydrolaetare dantasi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Hydrolaetare schmidti;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus bolivianus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus bufonius;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus caatingae;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus camaquara;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus chaquensis;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus cunicularius;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus cupreus;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Leptodactylus didymus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus diedrus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus discodactylus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus elenae;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus flavopictus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus furnarius;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus fuscus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus gracilis;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus guianensis;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus hylodes;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Leptodactylus jolyi;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus knudseni;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus labyrinthicus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus latinasus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus latrans;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus lauramiriamae;Amphibia;Anura;Leptodactylidae;DD;ICMBIO 2018
Leptodactylus leptodactyloides;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus lineatus;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus longirostris;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus macrosternum;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
Leptodactylus marambaiae;Amphibia;Anura;Leptodactylidae;LC;ICMBIO 2018
